,Unnamed: 0,textID,text,selected_text,sentiment,kfold
22735,22735,fd41039b36,Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,neutral,4
22736,22736,8964a7361a,I'm so sleep deprived but it's to hot to sleep.,I'm so sleep deprived but it's to hot to sleep.,negative,4
22737,22737,1127006912,i m totally confused and bored.. my life must change!!,i m totally confused and bored..,negative,4
22738,22738,b855321530," Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x",Good,positive,4
22739,22739,acd5a27220,    Go get 'em!  lol,Go get 'em!,neutral,4
22740,22740,9733f971b5, May the fourth be with you,May the fourth be with you,neutral,4
22741,22741,63ed0e0e5e,"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don't know if i like it, i'll wait till i get your opinion","_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don't know if i like it, i'll wait till i get your opinion",neutral,4
22742,22742,daac951e86,"Trying Resco MobileForms Toolkit and sample. Trial messages ruin everything, the sample has bugs, it's running slow. Poor 1st impression.",ruin,negative,4
22743,22743,14670fc8a0,trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,neutral,4
22744,22744,146503eb1e,agh! freaking out about going to Wales already! &gt;&lt; not packed!!,freaking out,negative,4
22745,22745,edd0fa3494,okay okay sleep for realz now! Goodnight!  ::waves to followers::,Goodnight!,positive,4
22746,22746,cb85a84b31, switch to something else then,switch to something else then,neutral,4
22747,22747,5be74ce986,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!,neutral,4
22748,22748,2c2360468d,Migranes suck....Especially when the kids are suddenly hyper.,suck..,negative,4
22749,22749,53a35590bb, Just read it too.  I meant the toys though.,Just read it too.  I meant the toys though.,neutral,4
22750,22750,ca1a5db60b, dude. letters are the new currency. i think we're rich!,dude. letters are the new currency. i think we're rich!,neutral,4
22751,22751,77eaf22060,Was going to Grandpa's place for lunch to celebrate his 88th.  Just found out it's changed to a Chinese buffet  Bringing Gas-x!,Was going to Grandpa's place for lunch to celebrate his 88th.  Just found out it's changed to a Chinese buffet  Bringing Gas-x!,neutral,4
22752,22752,64c566f57a, i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,good,positive,4
22753,22753,40e50fd30b,"It seems like everyone us watching X-Men now, I feel like I've started a revolution  feels nice",feels nice,positive,4
22754,22754,63ef622fd7,"Now that Hugh Laurie has mentioned he follows  on twitter, thousands of idiots think this () is him. IDIOTS!",IDIOTS!,negative,4
22755,22755,e52dc9247e,Im so full. Subway was bomb! Waiting for my 2nd shift to start,Subway was bomb!,positive,4
22756,22756,37965e5ae2, Hey  Did you have a good weekend buddy?,Hey  Did you have a good weekend buddy?,neutral,4
22757,22757,93de1656ca, omg! I dont blame you! hope you didnt hurt him too bad,hope,positive,4
22758,22758,ce9e055eaf,My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.,good,positive,4
22759,22759,7a946cab16,First steps on Twitter. Just checking,First steps on Twitter. Just checking,neutral,4
22760,22760,57502cf180,should be going nfg tonight,should be going nfg tonight,neutral,4
22761,22761,547321030c,Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.,Ugh soooo much work to,negative,4
22762,22762,f17085b40f,He's off...again  i wish he would make up his frickin mind...,He's off...again  i wish he would make up his frickin mind...,neutral,4
22763,22763,fae05eac0f, why not united kingdom,why not united kingdom,neutral,4
22764,22764,3414f1dd40,gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give her  luv ya mummy,luv,positive,4
22765,22765,f4b9c3b066, Yes we both do win!,win!,positive,4
22766,22766,3ca8c69ece, oh great!  hope you'll have a blast there! ;),great!,positive,4
22767,22767,19b02e81c8,"_Reid Lol. It was the dissing of the were-octopus that did you in. However, he redeems himself by rescuing you from a were-spider.","_Reid Lol. It was the dissing of the were-octopus that did you in. However, he redeems himself by rescuing you from a were-spider.",neutral,4
22768,22768,26f88e69dd,SUNNY DAY!  going down to Stonehenge with my parents...,SUNNY DAY!  going down to Stonehenge with my parents...,neutral,4
22769,22769,b541db1127, it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D,y hope,positive,4
22770,22770,aa8acc9562,whats going on tonight?!?!?! lets partyyyyy!,lets partyyyyy!,positive,4
22771,22771,0dffcf014e, thank you  You too! I hope this turns out to be a top week for you.,thank you,positive,4
22772,22772,698fc0c02b,_star v. good. i thought you were registered na?,good.,positive,4
22773,22773,1e7b0c1a1b,Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,neutral,4
22774,22774,ccbb209dd6, My Friday made me miss high school,me miss high school,negative,4
22775,22775,0073bdbc5f,I wanna see the Jonas Brothers in concert..,I wanna see the Jonas Brothers in concert..,neutral,4
22776,22776,d5d8969cec,"Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!","Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!",neutral,4
22777,22777,33e540048f, Why is it going to be anti-social?,Why is it going to be anti-social?,neutral,4
22778,22778,ff6caae485,darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....,darn it.,negative,4
22779,22779,1bcdbbef14, pshh. Thanks.,Thanks.,positive,4
22780,22780,6cd5fb5782,Updated blog. Shows You Should Be Watching: The Unusuals http://digg.com/u12w7c Go check it out,Updated blog. Shows You Should Be Watching:,neutral,4
22781,22781,7d41dbe15c, ... but i could barely speak! He was probably thinking 'who is the weirdo?' LOOOOL. Say sorry to him for me please?  x &lt;3,sorry,negative,4
22782,22782,f1c89641bc,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.,expected,positive,4
22783,22783,3312d3de45,Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch,madly sorry,negative,4
22784,22784,7518c03119, any gear you don't use anymore and want to throw away?,any gear you don't use anymore and want to throw away?,neutral,4
22785,22785,a848a03f29,: any kimbeommie updates?,: any kimbeommie updates?,neutral,4
22786,22786,1f21f4239e,"Frak. I like sunshine, but I do NOT like heat headaches  shame, because today was lovely otherwise.","I like sunshine, but I do NOT like heat headaches  shame,",neutral,4
22787,22787,ce7fbf7516,Taking the day off and doing absolutely nothing    Studying begins on the morrow,Taking the day off and doing absolutely nothing    Studying begins on the morrow,neutral,4
22788,22788,634a6d8504,_sb I killed my furby tooo,killed,negative,4
22789,22789,daac9b8406,You such a good friend &lt;3 I miss you so much,You such a good friend &lt;3 I miss you so much,neutral,4
22790,22790,582cbc5dcb,is MySpace mobile free? or do u have 2 have credit... cause they are liers,cause they are liers,negative,4
22791,22791,9da315a645,"gonna head to bed then work, then moncton to see Jill","gonna head to bed then work, then moncton to see Jill",neutral,4
22792,22792,a3d0a7d5ad,"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",my boss was not happy w/ them. Lots of fun.,neutral,4
22793,22793,a8c660c984,&quot;Mamma Who Bore Me&quot; hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^,Mamma Who Bore Me&quot; hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^,neutral,4
22794,22794,edc26d4894,_gregor Great avatar,Great,positive,4
22795,22795,55b39e9d84,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz,care,positive,4
22796,22796,fcc9210884,Is sat in her PJs drinking tea and watching the Politics Show. Lovely,Lovely,positive,4
22797,22797,9eaa82d788,"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas &amp; Isaac Hayes. Don't make shows like this anymore",Don't make shows like this,negative,4
22798,22798,ff7734a983,sign up for tarte news http://tinyurl.com/dde2v6 my intro in the newsletter AND 20% off first purchase 2for1,sign up for tarte news http://tinyurl.com/dde2v6 my intro in the newsletter AND 20% off first purchase 2for1,neutral,4
22799,22799,f8ec98a9ed,Just uploading photos from the cell...nothin like true candid-ness!,Just uploading photos from the cell...nothin like true candid-ness!,negative,4
22800,22800,444edfce2d,yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho,yay dad agreed to pay for my tuition,positive,4
22801,22801,cf80e6a4e0,"hmm, anyone else have their iPhone's earphones' grey rubber disintegrating?",disintegrating?,neutral,4
22802,22802,35124a7481," It's been fine for me for like, a week, but now it just won't load.","It's been fine for me for like, a week, but now it just won't load.",neutral,4
22803,22803,2e21b2daea,"Well, enough mushy family talk. To bed I stubbornly go.",enough mushy family talk.,negative,4
22804,22804,e0b663b833,_louise Lucky me. There are mystery ingredients as well,_louise Lucky me. There are mystery ingredients as well,neutral,4
22805,22805,9f43ae8ba8," yeah, its super **** today   Stupid writing!  ugh","yeah, its super **** today   Stupid writing!",negative,4
22806,22806,e836a4c8d3, Thanks for that!,Thanks,positive,4
22807,22807,8b73d55b3e, your not in school,your not in school,neutral,4
22808,22808,a351c5032a,watching  on SNL,watching  on SNL,neutral,4
22809,22809,d7a1563eb6,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL","Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",neutral,4
22810,22810,ce8490b99b,boo (but will I listen?),boo,negative,4
22811,22811,3f6bcd840e,   i fell asleep on the beach and didn't put on enough sunscreen  lol,i fell asleep on the beach and didn't put on enough sunscreen,neutral,4
22812,22812,69e8cd588b," And ooh, you changed your Twitter name! I approve whole heartedly.",! I approve whole heartedly.,positive,4
22813,22813,c3f103b7f4,http://twitpic.com/67di2 - This is what I meant when I said my skin is terrible. Plus sunburnt chest.,terrible.,negative,4
22814,22814,ab6f4afa8a,48 days till brighton,48 days till brighton,neutral,4
22815,22815,289b06b8b0, haha drunk golf sounds *awesome*!! i predict a great score for today,haha drunk golf sounds *awesome*!! i predict a great score for today,positive,4
22816,22816,29ff04c591, http://twitpic.com/4jam0 - Oh it's so beautiful! I'm happy you had a great time! Heartz,Oh it's so beautiful!,positive,4
22817,22817,b820a4216a,"_4 Morning, just checking you can still find your Twhirl","Morning, just checking you can still find your Twhirl",neutral,4
22818,22818,bfec13895e,OOUCHHHH I just pinched my own **** by accident trying to fix my top,pinched,negative,4
22819,22819,5feecc0367,I am in total love with my Lip ring...more than all 12 of my piercings...it is my ut-most favorite,I am in total love,positive,4
22820,22820,ae0351a970, we can't wait to see you too! pls come back to iowa it isn't the same at the theatre,we can't wait to see you,positive,4
22821,22821,660324ee3b, I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,neutral,4
22822,22822,bc4061f80d,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days","Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",neutral,4
22823,22823,1baeebaf86,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.","well,",positive,4
22824,22824,f0e61632eb,http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny,http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny,neutral,4
22825,22825,0872633f57, I am so sorry.,I am so sorry.,negative,4
22826,22826,830204562f, waaaaayyyyy too hot for that,too hot,negative,4
22827,22827,14887799a0, ahh! Yay!  so you're gonna get it?,Yay!,positive,4
22828,22828,4c29c2a392,I'm really happy...and drunk  but really happy,I'm really happy...and drunk  but really happy,positive,4
22829,22829,07515af923,_hay The Twitter Happiness score for sw00p is: 418. http://happytweets.com I think I dropped by 1 point since yesterday.,dropped,negative,4
22830,22830,0b55a20f3f,back to Roseburg...and an empty apartment,back to Roseburg...and an empty apartment,neutral,4
22831,22831,847bd8d279,Good Morning!  ? http://blip.fm/~5jnl7,Good Morning!,positive,4
22832,22832,e9ad937f82,_McFly LOL nah ! of course you'll get the DVD first since you've already ordered it. i'll sign up to Bebo on Tuesday then! lol  ****,_McFly LOL nah ! of course you'll get the DVD first since you've already ordered it. i'll sign up to Bebo on Tuesday then! lol  ****,neutral,4
22833,22833,b27f4185d6,i miss my husband,i miss my husband,negative,4
22834,22834,558aa40edb, heyyyyyyyyyyyyyya,heyyyyyyyyyyyyyya,neutral,4
22835,22835,0ca701d490, *happy to help*,*happy to help*,positive,4
22836,22836,bdabd36e3d,ping pong tomorrow,ping pong tomorrow,neutral,4
22837,22837,f3785d459b,To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,neutral,4
22838,22838,1693bb37e4,I don't know how to quit you-brokeback mountain,I don't know how to quit you-b,negative,4
22839,22839,3aae3dab5c," That's just weird... :\  Oh, and what was it you were drawing for me?",That's just weird... :\,negative,4
22840,22840,8821c2f2a8, Oops! I got taken ...,Oops!,negative,4
22841,22841,6c92531480,@ borgellaj  you know what? They're YOUR CATS,you know what? They're YOUR CATS,neutral,4
22842,22842,90fe1ee25c, Exactly!,Exactly!,neutral,4
22843,22843,4131e5218b,My sister just called... she's officially in labor! Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),positive,4
22844,22844,c1db1f6f07,_n_booklife I heard about that too... that seems an overreaction...,overreaction..,negative,4
22845,22845,3ba8aae354,Boo Im lonely and bored,Boo Im lonely and bored,negative,4
22846,22846,7a1c51e890,  cool  you are here too  hi sam  how are you???,cool,positive,4
22847,22847,af7b55a3da,phones about to die  ttfn!,die,negative,4
22848,22848,3ef24ff6fa,TGIF. I don't feel good.,don't feel good.,negative,4
22849,22849,f8870c7853,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,neutral,4
22850,22850,7cadd0a40d,is listening to &quot;La La Land&quot; i love it,i love it,positive,4
22851,22851,f80a5a5852,_dayne OMG!!! Yr like a goddess to me. Prove yr love &amp; love will lead u back are 2 of my fav old skool tracks  x,fav,positive,4
22852,22852,156bf548bd, Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,=tastes like ****,negative,4
22853,22853,b6d449ddb9,Good Morning Tweeters... Happy Monday!  Grab a big cup of coffee it's a new week,Happy,positive,4
22854,22854,503807fbe9,does not want to go to sixth period.,does not want to go to sixth period.,neutral,4
22855,22855,4e985e6393, aww  cant wait to have you back in LA! &lt;333,aww  cant wait to have you back in LA! &lt;333,positive,4
22856,22856,6df42eca8b,  Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I've missed a few,Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I've missed a few,neutral,4
22857,22857,c3db027e2c,Okay.. so someone has my keys or they are -really- good at this &quot;hide from James&quot; game.,Okay.. so someone has my keys or they are -really- good at this &quot;hide from James&quot; game.,neutral,4
22858,22858,34e1446ae7,wants to sign up for the Germany field trip pero no tengo dinero.,wants to sign up for the Germany field trip pero no tengo dinero.,neutral,4
22859,22859,db3c4b4595, y u gotta say all that,y u gotta say all that,negative,4
22860,22860,adfbcc6806,"i wanna see 'up' tonight, but no one will go with me. whhhyyy",but no one will go with me.,negative,4
22861,22861,676e46d84d,"This really sucks, I'm supposed to be home in a couple of days and I'm not  I hate borders and visa's.","This really sucks, I'm supposed to be home in a couple of days and I'm not  I hate borders and visa's.",neutral,4
22862,22862,c52be6b552,cart path only,cart path only,neutral,4
22863,22863,72f9c3ec70, how fun!  where is the twitpic! I had purple hair once...,fun!,positive,4
22864,22864,cb60a0d946,"It's called communifuckingcation.....learn it, know it, do it. These stupid **** people!",These stupid **** people!,negative,4
22865,22865,a614fc10f5," {{{HUGS}}} Okay, just making sure!",just making sure!,positive,4
22866,22866,9dd75c29e2, i DO THAT ALL THE TIME.. NO BIGGIE,i DO THAT ALL THE TIME.. NO BIGGIE,neutral,4
22867,22867,e1c0abb3f9,waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,. omgg im sooo gonna fail,negative,4
22868,22868,a026973b94,  yes my dear    V,yes my dear,neutral,4
22869,22869,e0ecd685d2,Up and packing. Its the last day of youth camp,Up and packing. Its the last day of youth camp,neutral,4
22870,22870,83d3f9e3c5,"had a great time celebrating mother's day  to me, being a mom is the best job on earth!",had a great time,positive,4
22871,22871,3756c05ba5,Our currency is dropping like nobodies business; not a good time to be going overseas  http://is.gd/JsgL,not a good time to be going overseas,negative,4
22872,22872,72b9ef3f0a,"&quot;No offense, but your hair is bad today.&quot; Life isn't worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*",hair is bad today.&quot; Life isn't worth living anymore   Nothing hurts quite like hair insults. *cries into pill,negative,4
22873,22873,a690e02d3c,It's gloomy as hell outside today.,hell ou,negative,4
22874,22874,472e6341d3," as nerdy as I am, I just found out it was Star Wars day today!  I love you D",I love you,positive,4
22875,22875,a7c6abf272,"If you carry your childhood with you,  you never become old..A. Sutzkever","If you carry your childhood with you,  you never become old..A. Sutzkever",neutral,4
22876,22876,092bb0deab,soo sick. i hate my life,soo sick. i hate my life,negative,4
22877,22877,a0a306868a,lost my tooth 2day whilst i was eating gum...oww,oww,negative,4
22878,22878,6b412b18c5,_eyedea I love last.fm but find it a lot easier (and more content) on spotify  add me on http://last.fm/user/an0key if you like,love,positive,4
22879,22879,253e8c3bee,Now Im crying....  Poor thing..,Im crying..,negative,4
22880,22880,282a6b5807,My tongue still hurts.  I need to sleep!!!,hurts.,negative,4
22881,22881,c15ed385e2,: I've got a fairly flat route available... the problem is I no longer have a fully functional bike to ride,I've got a fairly flat route available... the problem is I no longer have a fully functional bike to ride,negative,4
22882,22882,cb9deb455d,We're going to panahra for dinner.  miss you guys.,miss you guys.,negative,4
22883,22883,01858b03b7,is back here in plurk.  http://plurk.com/p/rq5ru,is back here in plurk.  http://plurk.com/p/rq5ru,neutral,4
22884,22884,3aa78c3e94, ohh i love green and purple.. and BLACK!,i love,positive,4
22885,22885,fafe8911b7,"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can't believe I just spent 10 minutes finding auto correct options","honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can't believe I just spent 10 minutes finding auto correct options",neutral,4
22886,22886,b612ba4a84,": Very interested. However, low carbs for the next month means no beer for me",Very interested.,positive,4
22887,22887,d3994c8a1b," Well let's be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",blessed,positive,4
22888,22888,f4400db16c," Do you know if you text to 40404, it'll go to your twitter after you set it up with the settings.  And FB posts - text to 32665.","Do you know if you text to 40404, it'll go to your twitter after you set it up with the settings.  And FB posts - text to 32665.",neutral,4
22889,22889,295243de1a,"Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn","world's ugliest dog has died  We'll miss you,",negative,4
22890,22890,324dc23455,already crying and the movie only started like 15mins ago,crying,negative,4
22891,22891,766e174bd3,:  I've been!,:  I've been!,neutral,4
22892,22892,d878cf0cb3,i hate parents,i hate parents,negative,4
22893,22893,aa623c6ae7,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms","Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive,4
22894,22894,9782804e9a,stuck in huge traffic jam,stuck,negative,4
22895,22895,3f4e952c3c,_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.,It's a wee bit neglected.,positive,4
22896,22896,997f56248a,"bored, nothing to do","bored, nothing to do",negative,4
22897,22897,7ea55c33f0,I wish I had a dog,wish,positive,4
22898,22898,87b3f8f784,_aka_Rowan he could be talking to me  (he's probably not though ;) ),(he's probably not though ;),negative,4
22899,22899,54fa87a1cf,jb are so cute!  lmfao -giggles-,cute!,positive,4
22900,22900,e07c4058ae,Wishing the rain would stay away for a while so that I can go to the pool,Wishing,positive,4
22901,22901,efb982e161, hello nikki! i just ended my exams 2 hours ago!  how abt u?,hello nikki! i just ended my exams 2 hours ago!  how abt u?,neutral,4
22902,22902,ae553a0f0e,"Just woke up to go to the bathroom, had the weirdest dream before I woke up...back to sleep night/morning ...wateva","Just woke up to go to the bathroom, had the weirdest dream before I woke up...back to sleep night/morning ...wateva",neutral,4
22903,22903,6e9719807d,Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,neutral,4
22904,22904,611fac9811,I was the blue  lol http://twitpic.com/67zgz,I was the blue  lol http://twitpic.com/67zgz,neutral,4
22905,22905,8e39cb3b6f,I only have one day left in school  My 16th is approaching,I only have one day left in school  My 16th is approaching,neutral,4
22906,22906,37d1afaad1,Room is so empty,Room is so empty,neutral,4
22907,22907,51a6cbb388,I think I'm about to break my own heart. (as emo as that sounds)... meh.,break,negative,4
22908,22908,6635f4080d, i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she's disappointed in me.,i kno she's disappointed in me.,negative,4
22909,22909,40c848cee2,my twitter says it needs a break  i'll be back in a bit (capacity??),my twitter says it needs a break  i'll be back in a bit (capacity??),neutral,4
22910,22910,b2963b8dfc," nice to meet you. Mike, video producer CF Miami.",nice,positive,4
22911,22911,d85fc66004,Hmph. This is nowhere near as effective as it was a few mins ago. I wonder if it was a coincidence. FOLLOWERS: please report ur findings,nowhere near as effective as it was a,negative,4
22912,22912,2b22c2ba61,is wishing that i could be famous for acting and dancing,is wishing that i could be famous for acting and dancing,positive,4
22913,22913,9238f02de8, So sorry to hear about your mum.,sorry,negative,4
22914,22914,abd42088e9,going to see star trek with my babe  im actually excited about this hah,excited,positive,4
22915,22915,088cd41694," Katie is my Malamute dog, as for my weight, well I'm about 6ft tall and 73kg, which is quite good",good,positive,4
22916,22916,1dd3b7109e, Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X,miss,negative,4
22917,22917,2a98bd4240,Good Morning!!! Work and then it's ESPN's Sunday night Baseball. hopefully it won't get rained out,Good,positive,4
22918,22918,e9926acd9d, call me later so i can tell you all about the weekend. Easier over phone.,Easier over phone.,positive,4
22919,22919,b4083313e2,"Yrbook signing w/ evryone was fun, I'm gna miss evrything","Yrbook signing w/ evryone was fun, I'm gna miss evrything",neutral,4
22920,22920,4b38f22fb7,"_**** awww, that sucks",sucks,negative,4
22921,22921,88dfba044d," hey perez! good luck! well, i'm still planning for a big present to be given for my mom! i love you mom!",good,positive,4
22922,22922,94a57d2934, So true Donna  Wish you a joyfull sunday ~Siddy,a joyfull,positive,4
22923,22923,0ce39d1a36,Off from work now!,Off from work now!,neutral,4
22924,22924,2877a4923f, oh ok kool  keep me informed bout that checked ur paged its nice,s nice,positive,4
22925,22925,3e67a75303,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,neutral,4
22926,22926,30be865871,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!",totally worth it.,positive,4
22927,22927,4ffe417848, good day sir. I'm hungry!,good,positive,4
22928,22928,47a5d5eccd, http://twitpic.com/4jg09 - haha she looks a little like u charlie lol,haha she looks a little like u charlie,positive,4
22929,22929,3deb1d0ec0,going out to see star trek   be back in a while,going out to see star trek   be back in a while,neutral,4
22930,22930,c237b3bce7,_G yup - that's where I watch all my movies,_G yup - that's where I watch all my movies,neutral,4
22931,22931,34755fc11a, I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,sick,negative,4
22932,22932,1bfbfda136,"sigh.. stayed up late cause was on a role w/ assessment, now I'm so tired my eyes r stinging &amp; my head hurts.. &amp; I still need 500 words",tired,negative,4
22933,22933,839c17b593,_22 ok so I'm having a complete insomniac moment. It's 6am(almost) and I'm STILL awake. I hate when I can't stop thinking!  mornin!,I hate when I can't stop thinking!,positive,4
22934,22934,3aa7b273df, There is good cholesterol. There are no good tumors.,There is good cholesterol. There are no good tumors.,neutral,4
22935,22935,af5be0132e,i feel like I'm on house arrest.,i feel like I'm on house arrest.,negative,4
22936,22936,5388170d6c,"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",better,positive,4
22937,22937,2cd9c7bc96,thinks that the limit of 140 letters is really not fair. 300 + would be better,not fair.,negative,4
22938,22938,b35d21e894,"absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday",My left shoulder is burnt from yesterday,negative,4
22939,22939,7407e45f29,wats up in your world x) i just won a basketball game  best shooter on the team  idk if shooter existes lol but you understand haha,i just won a basketball game,positive,4
22940,22940,a5d4af0d80,michelle is a hot mama with chichis grande,michelle is a hot mama with chichis grande,neutral,4
22941,22941,eaf89b4158,At the coast. Too many people here i know.  i love you Nicci!,i love you,positive,4
22942,22942,7eccf13f04, I know. But it won't be the same,I know. But it won't be the same,neutral,4
22943,22943,527c1a9c7d,toodaayy!,toodaayy!,neutral,4
22944,22944,bf3c8e5503,"Yay, I won at the  Bags #Giveaway from . And those bags are so pretty!! Or maybe I'll have a belt? We'll see!",won,positive,4
22945,22945,6b9139eb13,So Bored. Firday Evening And Nothing To Do,Bored.,negative,4
22946,22946,d3aa0314c1, I'm going to jordan &amp; jeffs wedding next weekend in atl.,I'm going to jordan &amp; jeffs wedding next weekend in atl.,neutral,4
22947,22947,52852cfa55,  SORRY! I couldn't help it. 'Twas to try and get if on the trending topics.,SORRY,negative,4
22948,22948,24f9515ff9,"Fyi- putting makeup on under flourescents = FAIL. ... oh face-peely, why must you look so hideous? Also, wheres my lipstick?",FAIL.,negative,4
22949,22949,a6fe86fab3, I miss you too!!,I miss you too!!,negative,4
22950,22950,867d47a5a8, Because those companies that make the bag sealers will go out of business.,Because those companies that make the bag sealers will go out of business.,neutral,4
22951,22951,bf6c374047,Wearing glasses gives me a headache.,headache.,negative,4
22952,22952,01b201117c, see you..... 08.08.09,see you..... 08.08.09,neutral,4
22953,22953,abfb47f0b8,i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,negative,4
22954,22954,7823f5f9b3," No ways. If you can nab a youngster, go for it! My best friend swears by younger men - apparantly they can go for longer too!",nab,negative,4
22955,22955,5c211a0e68,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,tired.,negative,4
22956,22956,571e371e9c,Ah this is getting to me,Ah this is getting to me,neutral,4
22957,22957,2be44bc6ef," Yes,  by 16 minutes now.","Yes,  by 16 minutes now.",neutral,4
22958,22958,b734195109, WELCOME BACK  see you tomorrow! come pick up your gift ;),! come pick up your gift ;),positive,4
22959,22959,6c8858fae4,going to get waterguns from tesco today   haha.   its sunny.,going to get waterguns from tesco today   haha.   its sunny,neutral,4
22960,22960,f09c712326,"Hot ****, I'm at **** Disneyland!","Hot ****,",negative,4
22961,22961,8a03134488, Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!,That would make my night for SURE. lol.  Goodnight!,positive,4
22962,22962,1265739e54," Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!",Good,positive,4
22963,22963,8039a75bcb,My Respect For Travis Clark Has Gone Down 7.5 Notches,My Respect For Travis Clark Has Gone Down,negative,4
22964,22964,e57c69be7a, Looking forward to android 1.5 being pushed to the G1 then?,Looking forward to android 1.5 being pushed to the G1 then?,neutral,4
